dtm,f
2017-10-01 03:15:00,50.039
2017-10-01 03:16:00,50.036
2017-10-01 03:17:00,50.028
2017-10-01 03:18:00,50.051
2017-10-01 03:19:00,50.032
2017-10-01 03:20:00,50.036
2017-10-01 03:21:00,50.042
2017-10-01 03:22:00,50.06
2017-10-01 03:23:00,50.06
2017-10-01 03:24:00,50.033
2017-10-01 03:25:00,50.04600000000001
2017-10-01 03:26:00,50.052
2017-10-01 03:27:00,50.052
2017-10-01 03:28:00,50.08600000000001
2017-10-01 03:29:00,50.083
2017-10-01 03:30:00,50.097
2017-10-01 03:31:00,50.12
2017-10-01 03:32:00,50.13
2017-10-01 03:33:00,50.122
2017-10-01 03:34:00,50.109
2017-10-01 03:35:00,50.103
2017-10-01 03:36:00,50.082
2017-10-01 03:37:00,50.07899999999999
2017-10-01 03:38:00,50.076
2017-10-01 03:39:00,50.088
2017-10-01 03:40:00,50.102
2017-10-01 03:41:00,50.083
2017-10-01 03:42:00,50.103
2017-10-01 03:43:00,50.07899999999999
2017-10-01 03:44:00,50.088
2017-10-01 03:45:00,50.05
2017-10-01 03:46:00,50.057
2017-10-01 03:47:00,50.036
2017-10-01 03:48:00,50.01600000000001
2017-10-01 03:49:00,50.056
2017-10-01 03:50:00,50.022
2017-10-01 03:51:00,50.045
2017-10-01 03:52:00,50.055
2017-10-01 03:53:00,50.048
2017-10-01 03:54:00,50.04600000000001
2017-10-01 03:55:00,50.059
2017-10-01 03:56:00,50.081
2017-10-01 03:57:00,50.094
2017-10-01 03:58:00,50.06800000000001
2017-10-01 03:59:00,50.04600000000001
2017-10-01 04:00:00,50.033
2017-10-01 04:01:00,50.057
2017-10-01 04:02:00,50.039
2017-10-01 04:03:00,50.005
2017-10-01 04:04:00,49.992
2017-10-01 04:05:00,49.974
2017-10-01 04:06:00,49.948
2017-10-01 04:07:00,49.957
2017-10-01 04:08:00,49.956
2017-10-01 04:09:00,49.992
2017-10-01 04:10:00,49.977
2017-10-01 04:11:00,49.976000000000006
2017-10-01 04:12:00,50.005
2017-10-01 04:13:00,49.983
2017-10-01 04:14:00,49.978
2017-10-01 04:15:00,50.025
2017-10-01 04:16:00,50.039
2017-10-01 04:17:00,50.038
2017-10-01 04:18:00,50.06800000000001
2017-10-01 04:19:00,50.089
2017-10-01 04:20:00,50.07899999999999
2017-10-01 04:21:00,50.048
2017-10-01 04:22:00,50.026
2017-10-01 04:23:00,50.017
2017-10-01 04:24:00,50.01300000000001
2017-10-01 04:25:00,49.992
2017-10-01 04:26:00,49.978
2017-10-01 04:27:00,49.983
2017-10-01 04:28:00,49.96100000000001
2017-10-01 04:29:00,49.952
2017-10-01 04:30:00,49.93
2017-10-01 04:31:00,49.926
2017-10-01 04:32:00,49.92100000000001
2017-10-01 04:33:00,49.922
2017-10-01 04:34:00,49.925
2017-10-01 04:35:00,49.93
2017-10-01 04:36:00,49.953
2017-10-01 04:37:00,49.978
2017-10-01 04:38:00,49.982
2017-10-01 04:39:00,50.00899999999999
2017-10-01 04:40:00,50.05
2017-10-01 04:41:00,50.044
2017-10-01 04:42:00,50.128
2017-10-01 04:43:00,50.148
2017-10-01 04:44:00,50.147
2017-10-01 04:45:00,50.148
2017-10-01 04:46:00,50.125
2017-10-01 04:47:00,50.135
